"recipient","pic_seen","site_duration","spend","register"
2070,"Racers in Action",29.1,19,0
2071,"Sharp Turn",11.3,17.12,0
2072,"Starting Line",28.11,10.6,0
2073,"Sharp Turn",10.7,22.52,0
2074,"Starting Line",18.91,18.1,0
2075,"Racers in Action",22.5,17.8,0
2076,"Starting Line",23.01,14.1,0
2077,"Sharp Turn",11.1,16.22,1
2078,"Starting Line",27.51,16.2,0
2079,"Starting Line",24.81,18.5,0
2080,"Sharp Turn",10.3,17.62,1
2081,"Racers in Action",24,16.8,1
2082,"Starting Line",20.81,15.2,0
2083,"Starting Line",28.61,15.1,0
2084,"Racers in Action",24.3,17.4,0
2085,"Racers in Action",21.7,15.1,0
2086,"Racers in Action",20,16.5,1
2087,"Sharp Turn",10.5,20.52,1
2088,"Racers in Action",20.3,17.5,0
2089,"Racers in Action",24.1,16.4,0
2090,"Racers in Action",22.9,16,1
2091,"Starting Line",28.31,11.7,0
2092,"Racers in Action",23,16.6,1
2093,"Sharp Turn",10.9,18.32,1
2094,"Sharp Turn",10.4,16.32,0
2095,"Sharp Turn",10.7,19.52,1
2096,"Starting Line",24.61,13.4,0
2097,"Starting Line",25.31,15.5,0
2098,"Racers in Action",23,17.1,0
2099,"Sharp Turn",10.6,17.62,1
2100,"Sharp Turn",11.7,17.22,1
2101,"Sharp Turn",11,22.92,0
2102,"Racers in Action",20,17.9,0
2103,"Racers in Action",27.1,16.2,0
2104,"Racers in Action",24,17.4,1
2105,"Starting Line",17.81,13.4,0
2106,"Racers in Action",22,17.9,0
2107,"Racers in Action",25.6,16.8,0
2108,"Starting Line",25.71,17.2,0
2109,"Racers in Action",22.9,17,0
2110,"Racers in Action",22.7,17.6,0
2111,"Starting Line",28.01,11.4,1
2112,"Sharp Turn",11.1,20.72,0
2113,"Racers in Action",19.4,17.9,0
2114,"Starting Line",25.51,11.6,0
2115,"Racers in Action",20.2,16.4,0
2116,"Sharp Turn",11.6,20.52,1
2117,"Racers in Action",24.3,18.5,0
2118,"Racers in Action",21.6,17.3,1
2119,"Starting Line",23.21,15.2,0
2120,"Racers in Action",24,16.9,1
2121,"Starting Line",21.61,11.6,0
2122,"Sharp Turn",9.5,17.12,0
2123,"Racers in Action",24.2,15.6,0
2124,"Starting Line",21.21,8,0
2125,"Starting Line",29.51,13.7,0
2126,"Sharp Turn",11.2,21.42,0
2127,"Racers in Action",21.9,17.4,1
2128,"Sharp Turn",10.5,18.52,1
2129,"Starting Line",30.41,12.1,0
2130,"Racers in Action",24.5,18.2,0
2131,"Racers in Action",21.6,17.2,0
2132,"Sharp Turn",11.2,24.52,0
2133,"Racers in Action",23.7,16.6,1
2134,"Starting Line",17.01,13.6,1
2135,"Starting Line",28.61,17.3,1
2136,"Starting Line",23.01,13.9,1
2137,"Starting Line",26.51,13.6,0
2138,"Racers in Action",21.7,17.2,0
2139,"Sharp Turn",11.4,23.12,0
2140,"Starting Line",22.61,12.5,1
2141,"Racers in Action",21.9,18.1,0
2142,"Racers in Action",24.3,17.2,1
2143,"Starting Line",15.61,16.2,1
2144,"Sharp Turn",11.2,21.02,0
2145,"Racers in Action",26.6,19,0
2146,"Starting Line",27.51,14.6,0
2147,"Starting Line",17.71,10.3,1
2148,"Starting Line",35.31,15.2,0
2149,"Starting Line",24.41,17.3,0
2150,"Starting Line",24.61,17.8,1
2151,"Starting Line",17.11,16.6,0
2152,"Sharp Turn",10.7,21.62,0
2153,"Starting Line",22.11,16.6,1
2154,"Sharp Turn",11.7,18.42,1
2155,"Starting Line",13.31,16.2,1
2156,"Starting Line",33.01,13.7,0
2157,"Sharp Turn",11,16.52,1
2158,"Starting Line",21.91,10.2,0
2159,"Sharp Turn",10.6,16.72,0
2160,"Sharp Turn",10.7,17.72,1
2161,"Starting Line",27.61,10.7,1
2162,"Sharp Turn",10.1,14.92,0
2163,"Sharp Turn",10.6,15.72,0
2164,"Sharp Turn",11.2,14.72,0
2165,"Starting Line",24.81,16.5,1
2166,"Sharp Turn",10.9,15.52,1
2167,"Sharp Turn",9.8,18.02,1
2168,"Starting Line",24.01,12.2,1
2169,"Racers in Action",24.4,15,0
2170,"Sharp Turn",10.1,19.42,0
2171,"Sharp Turn",11.6,16.02,1
2172,"Starting Line",18.21,15.2,0
2173,"Starting Line",20.01,11.4,0
2174,"Starting Line",22.41,12.9,1
2175,"Starting Line",20.61,13.2,1
2176,"Sharp Turn",10.6,20.42,0
2177,"Sharp Turn",10.8,21.02,1
2178,"Sharp Turn",11,21.12,0
2179,"Sharp Turn",10.6,15.32,0
2180,"Sharp Turn",11.2,18.92,0
2181,"Racers in Action",25.3,17.5,0
2182,"Racers in Action",21.2,16.7,0
2183,"Racers in Action",22.1,16.4,0
2184,"Sharp Turn",11.6,17.42,0
2185,"Starting Line",26.91,12,0
2186,"Sharp Turn",10.4,16.92,0
2187,"Sharp Turn",11,20.42,1
2188,"Racers in Action",19.9,16.2,0
2189,"Sharp Turn",10,15.52,0
2190,"Sharp Turn",10.5,16.42,1
2191,"Sharp Turn",10.2,19.22,1
2192,"Racers in Action",23.3,17.4,1
2193,"Starting Line",24.61,13.2,0
2194,"Sharp Turn",11.8,22.52,0
2195,"Starting Line",21.11,12.2,0
2196,"Sharp Turn",9.9,19.62,1
2197,"Starting Line",29.91,14,0
2198,"Sharp Turn",10.2,17.92,0
2199,"Racers in Action",22.4,17.1,0
2200,"Racers in Action",22.5,16,1
2201,"Starting Line",25.51,13.3,1
2202,"Racers in Action",25.6,17.4,1
2203,"Racers in Action",21.5,17.4,1
2204,"Sharp Turn",10.2,18.52,0
2205,"Sharp Turn",10.3,14.42,0
2206,"Sharp Turn",12,18.22,0
2207,"Sharp Turn",11.1,19.92,0
2208,"Starting Line",23.61,17.2,0
2209,"Starting Line",27.81,15.8,0
2210,"Sharp Turn",10.4,17.32,0
2211,"Racers in Action",21.6,17.7,0
2212,"Starting Line",21.51,15.5,0
2213,"Racers in Action",21.5,16.6,0
2214,"Racers in Action",21.1,17,1
2215,"Starting Line",22.21,13.9,1
2216,"Starting Line",22.91,11.6,1
2217,"Sharp Turn",10.4,16.72,0
2218,"Sharp Turn",10.3,25.12,0
2219,"Sharp Turn",10.7,19.92,0
2220,"Racers in Action",24,16.4,0
2221,"Racers in Action",23.3,16.3,1
2222,"Starting Line",18.71,11.9,0
2223,"Sharp Turn",11.7,16.72,0
2224,"Racers in Action",22.7,16.5,0
2225,"Starting Line",30.31,14.9,0
2226,"Sharp Turn",10.6,18.02,0
2227,"Starting Line",20.01,11,0
2228,"Sharp Turn",11.6,21.12,1
2229,"Racers in Action",22,17.2,0
2230,"Starting Line",24.61,14.5,1
2231,"Starting Line",24.41,15.4,0
2232,"Racers in Action",26.8,16.5,0
2233,"Racers in Action",21.2,17.4,0
2234,"Sharp Turn",10.4,22.22,0
2235,"Racers in Action",23.6,17,0
2236,"Starting Line",27.21,13.2,0
2237,"Starting Line",16.41,15.9,0
2238,"Racers in Action",23.3,14.9,1
2239,"Sharp Turn",10.7,16.62,0
2240,"Starting Line",26.21,12.8,0
2241,"Starting Line",27.81,12.2,0
2242,"Sharp Turn",11,19.92,1
2243,"Racers in Action",24.1,17.3,0
2244,"Racers in Action",20.6,17.4,1
2245,"Starting Line",30.71,12.9,0
2246,"Racers in Action",21.7,17.2,0
2247,"Sharp Turn",10.3,18.82,0
2248,"Racers in Action",21.6,17.4,1
2249,"Racers in Action",22,17.3,0
2250,"Sharp Turn",10.8,24.52,1
2251,"Racers in Action",24.6,15.8,0
2252,"Racers in Action",24.4,17.5,0
2253,"Starting Line",32.71,15.8,0
2254,"Sharp Turn",10.8,18.92,0
2255,"Racers in Action",21.6,17.7,0
2256,"Sharp Turn",11.6,17.82,1
2257,"Racers in Action",24.5,16.2,0
2258,"Starting Line",24.31,15.7,0
2259,"Racers in Action",23.2,17.5,1
2260,"Racers in Action",22.8,17.8,1
2261,"Starting Line",28.11,14.9,0
2262,"Racers in Action",21,16.6,0
2263,"Starting Line",24.11,12.1,0
2264,"Starting Line",22.01,13,0
2265,"Racers in Action",24.9,15.5,0
2266,"Racers in Action",21.6,17,0
2267,"Sharp Turn",12.2,19.52,1
2268,"Starting Line",23.41,14.9,1
2269,"Starting Line",20.81,11.7,1
2270,"Racers in Action",22.9,16.3,0
2271,"Starting Line",29.51,14.1,0
2272,"Racers in Action",27,15.8,1
2273,"Racers in Action",25,17.4,1
2274,"Sharp Turn",11.3,17.32,0
2275,"Sharp Turn",10.3,14.32,1
2276,"Sharp Turn",10.7,20.12,1
2277,"Racers in Action",24.5,16.3,0
2278,"Sharp Turn",10.7,19.42,0
2279,"Racers in Action",26.1,15.2,1
2280,"Starting Line",23.61,12.5,0
2281,"Starting Line",17.41,14.5,0
2282,"Racers in Action",20.7,16.7,1
2283,"Sharp Turn",9.9,17.92,0
2284,"Starting Line",30.51,15.2,0
2285,"Starting Line",24.31,14.1,0
2286,"Starting Line",30.21,15.2,0
2287,"Sharp Turn",10.3,18.42,0
2288,"Sharp Turn",10.3,16.22,1
2289,"Racers in Action",24.5,15.9,0
2290,"Racers in Action",20,16.2,1
2291,"Sharp Turn",10.9,18.72,0
2292,"Sharp Turn",11.5,19.02,1
2293,"Starting Line",22.41,12.7,1
2294,"Starting Line",26.81,16.8,1
2295,"Starting Line",25.71,17.6,0
2296,"Sharp Turn",10.5,15.02,1
2297,"Starting Line",22.61,16.2,0
2298,"Sharp Turn",11.1,14.72,1
2299,"Sharp Turn",11.4,17.02,0
2300,"Sharp Turn",10.8,20.02,1
2301,"Starting Line",20.51,12.4,1
2302,"Racers in Action",26.5,16.4,1
2303,"Sharp Turn",10.5,19.62,0
2304,"Starting Line",28.41,9.9,0
2305,"Racers in Action",24.8,16.7,0
2306,"Sharp Turn",10.7,17.72,1
2307,"Starting Line",19.61,12.3,0
2308,"Sharp Turn",11.5,21.52,1
2309,"Starting Line",23.31,13.7,0
2310,"Sharp Turn",10.2,20.82,1
2311,"Racers in Action",24.6,16,0
2312,"Sharp Turn",10.9,18.82,0
2313,"Sharp Turn",10.8,17.22,0
2314,"Starting Line",24.91,12.6,1
2315,"Starting Line",19.21,14.6,0
2316,"Racers in Action",17.6,17.7,1
2317,"Racers in Action",22.7,16.1,1
2318,"Racers in Action",23.4,16.3,1
2319,"Sharp Turn",11.6,17.32,0
2320,"Racers in Action",25.5,18.4,0
2321,"Starting Line",26.71,11.5,0
2322,"Starting Line",25.81,14.7,0
2323,"Sharp Turn",10.3,17.62,1
2324,"Racers in Action",23.1,17.9,0
2325,"Starting Line",28.61,13.7,1
2326,"Starting Line",21.61,13.3,1
2327,"Racers in Action",22.6,16.7,0
2328,"Sharp Turn",10.8,18.42,0
2329,"Sharp Turn",12.1,20.02,0
2330,"Sharp Turn",11.2,18.02,0
2331,"Sharp Turn",11.2,20.72,1
2332,"Starting Line",23.81,15.2,1
2333,"Sharp Turn",11.3,23.32,0
2334,"Racers in Action",19.4,16.6,1
2335,"Sharp Turn",10.6,15.32,1
2336,"Sharp Turn",10.9,22.92,0
2337,"Starting Line",25.41,13.3,0
2338,"Racers in Action",20.4,16.5,0
2339,"Racers in Action",26.4,16.8,1
2340,"Starting Line",27.61,17.6,0
2341,"Sharp Turn",11.5,17.42,0
2342,"Starting Line",26.71,12.5,0
2343,"Sharp Turn",10.9,23.32,0
2344,"Racers in Action",22.4,16.9,0
2345,"Sharp Turn",10.9,21.22,0
2346,"Starting Line",29.81,11.3,0
2347,"Sharp Turn",10.5,18.72,0
2348,"Racers in Action",25.6,16.4,1
2349,"Starting Line",18.31,13,0
2350,"Starting Line",19.41,13.4,1
2351,"Racers in Action",16,17,0
2352,"Starting Line",20.01,14.9,0
2353,"Sharp Turn",11.1,16.42,0
2354,"Starting Line",23.21,14.9,0
2355,"Racers in Action",23.8,16.2,1
2356,"Sharp Turn",11.8,12.12,1
2357,"Racers in Action",20.1,16.8,0
2358,"Racers in Action",23.1,17.5,0
2359,"Sharp Turn",10.4,15.62,0
2360,"Racers in Action",21.9,15.9,1
2361,"Racers in Action",23,17.6,0
2362,"Starting Line",20.91,7.9,0
2363,"Racers in Action",23.5,17.4,0
2364,"Starting Line",28.01,17,0
2365,"Sharp Turn",11.1,15.52,0
2366,"Racers in Action",24.6,17.4,1
2367,"Sharp Turn",10.4,19.32,0
2368,"Racers in Action",26.6,17.4,0
2369,"Starting Line",27.61,12.7,0
2370,"Sharp Turn",11.1,17.22,1
2371,"Starting Line",20.21,12.5,1
2372,"Racers in Action",25.2,16.7,0
2373,"Sharp Turn",11.3,17.72,1
2374,"Sharp Turn",11.7,21.22,0
2375,"Starting Line",22.51,12.4,0
2376,"Sharp Turn",11.1,21.52,1
2377,"Racers in Action",23.9,15.5,1
2378,"Sharp Turn",10.9,15.62,0
2379,"Sharp Turn",11.4,20.12,0
2380,"Sharp Turn",10.8,16.92,0
2381,"Sharp Turn",11.2,17.32,0
2382,"Racers in Action",23.2,16.1,1
2383,"Racers in Action",21.4,18.7,0
2384,"Racers in Action",23.6,17.3,1
2385,"Starting Line",22.51,15.5,0
2386,"Sharp Turn",12.3,17.52,1
2387,"Sharp Turn",9.7,16.92,1
2388,"Racers in Action",23.9,18.1,1
2389,"Starting Line",27.71,12.5,0
2390,"Racers in Action",21.4,16.2,1
2391,"Sharp Turn",11.6,17.32,0
2392,"Racers in Action",24.7,16.3,1
2393,"Racers in Action",21.1,15.5,1
2394,"Starting Line",25.61,12.5,0
2395,"Sharp Turn",11.3,22.52,0
2396,"Sharp Turn",10.4,21.92,1
2397,"Racers in Action",26.6,16,1
2398,"Sharp Turn",10.8,22.22,0
2399,"Sharp Turn",11,20.02,0
2400,"Sharp Turn",10.8,17.42,0
2401,"Starting Line",21.71,13.7,0
2402,"Racers in Action",23.7,16.6,0
2403,"Starting Line",21.51,11.1,0
2404,"Racers in Action",21.7,17.1,1
2405,"Sharp Turn",10.2,15.32,0
2406,"Racers in Action",20.3,16.4,1
2407,"Sharp Turn",10.7,14.62,0
2408,"Racers in Action",24,16.1,1
2409,"Starting Line",21.41,13.7,1
2410,"Racers in Action",25.4,16.9,1
2411,"Starting Line",24.41,13.8,1
2412,"Sharp Turn",11.3,19.42,0
2413,"Starting Line",31.71,9.6,0
2414,"Starting Line",29.81,12,1
2415,"Starting Line",30.01,16.4,1
2416,"Sharp Turn",11.1,16.32,0
2417,"Starting Line",25.41,16.4,0
2418,"Starting Line",26.41,13.4,0
2419,"Starting Line",24.41,13.4,1
2420,"Racers in Action",24.7,17.3,0
2421,"Sharp Turn",11.2,17.42,1
2422,"Sharp Turn",11.4,16.82,1
2423,"Starting Line",19.81,15.4,0
2424,"Starting Line",18.21,14.5,1
2425,"Sharp Turn",11.1,18.62,0
2426,"Racers in Action",24.7,18.4,0
2427,"Racers in Action",22.4,18.1,1
2428,"Racers in Action",19.7,17.3,0
2429,"Sharp Turn",11.1,22.62,0
2430,"Racers in Action",23,17,1
2431,"Racers in Action",23.3,17.8,0
2432,"Sharp Turn",11.9,17.42,1
2433,"Racers in Action",22.6,17.3,0
2434,"Starting Line",31.41,15.9,1
2435,"Racers in Action",24.3,16.7,1
2436,"Sharp Turn",11.8,16.52,1
2437,"Starting Line",27.11,14.1,0
2438,"Starting Line",30.11,12.1,1
2439,"Sharp Turn",10.6,19.92,1
2440,"Racers in Action",23.6,16.6,0
2441,"Racers in Action",19.7,17.2,1
2442,"Starting Line",25.01,14.9,1
2443,"Sharp Turn",11.2,15.32,1
2444,"Starting Line",23.71,14,1
2445,"Racers in Action",19.2,15.6,1
2446,"Starting Line",27.71,19.2,0
2447,"Starting Line",25.31,14.3,0
2448,"Racers in Action",23.3,17,1
2449,"Starting Line",25.71,14.8,0
2450,"Starting Line",29.41,9.8,0
2451,"Sharp Turn",11.5,21.32,0
2452,"Racers in Action",20.2,16.8,0
2453,"Starting Line",19.91,14.6,1
2454,"Sharp Turn",10.3,18.32,0
2455,"Sharp Turn",11.1,22.12,0
2456,"Racers in Action",20.4,16.3,1
2457,"Racers in Action",24.6,17.3,1
2458,"Racers in Action",20.3,18.2,1
2459,"Racers in Action",21.5,19.2,0
2460,"Sharp Turn",10.6,20.02,1
2461,"Sharp Turn",10.4,19.02,1
2462,"Sharp Turn",11.4,20.42,1
2463,"Sharp Turn",11.9,20.62,0
2464,"Starting Line",23.11,15.7,1
2465,"Starting Line",21.51,14.3,0
2466,"Sharp Turn",11.2,15.12,1
2467,"Sharp Turn",11,16.12,1
2468,"Racers in Action",24.3,18.4,0
2469,"Sharp Turn",11,15.82,0
2470,"Sharp Turn",10.2,21.12,0
2471,"Sharp Turn",11,16.22,0
2472,"Starting Line",24.21,11.9,0
2473,"Racers in Action",23.5,17.2,1
2474,"Starting Line",26.81,11.5,1
2475,"Sharp Turn",10.8,17.62,1
2476,"Racers in Action",25.9,17,0
2477,"Sharp Turn",10.9,21.12,0
2478,"Sharp Turn",11.3,20.22,0
2479,"Starting Line",27.31,14.7,0
2480,"Sharp Turn",10,19.92,0
2481,"Racers in Action",24.5,16.9,1
2482,"Sharp Turn",10.6,17.52,0
2483,"Sharp Turn",10.8,19.92,0
2484,"Starting Line",28.81,11.9,0
2485,"Racers in Action",22.1,15.4,1
2486,"Starting Line",19.51,11.4,0
2487,"Racers in Action",22.3,16.7,0
2488,"Sharp Turn",10.6,17.32,0
2489,"Sharp Turn",10.7,16.52,0
2490,"Starting Line",33.21,15.6,1
2491,"Racers in Action",23.6,15.8,1
2492,"Starting Line",23.51,15.3,1
2493,"Starting Line",33.01,12.5,0
2494,"Starting Line",26.91,15,0
2495,"Starting Line",24.51,15.3,0
2496,"Racers in Action",22.7,17.6,1
2497,"Sharp Turn",9.9,19.02,0
2498,"Sharp Turn",11,21.12,1
2499,"Racers in Action",25.9,15.7,1
2500,"Starting Line",21.31,12.3,1
2501,"Starting Line",31.41,11.1,0
2502,"Sharp Turn",10.6,19.92,0
2503,"Sharp Turn",10.6,16.82,1
2504,"Racers in Action",24.9,17.6,0
2505,"Starting Line",24.21,10.7,0
2506,"Sharp Turn",10.9,18.42,1
2507,"Racers in Action",21.8,16.2,0
2508,"Starting Line",23.81,9.6,0
2509,"Sharp Turn",10,19.22,0
2510,"Starting Line",29.91,11.2,1
2511,"Sharp Turn",10.4,23.52,1
2512,"Sharp Turn",10.7,19.62,0
2513,"Racers in Action",24.7,18.7,0
2514,"Sharp Turn",11.3,20.52,0
2515,"Sharp Turn",10.8,19.32,0
2516,"Sharp Turn",11.1,20.72,0
2517,"Starting Line",25.91,15.2,1
2518,"Starting Line",28.41,16.4,0
2519,"Racers in Action",21.8,17,1
2520,"Racers in Action",25.6,17.5,0
2521,"Starting Line",22.11,11.6,0
2522,"Racers in Action",23.7,16.2,0
2523,"Starting Line",22.91,9,1
2524,"Racers in Action",29.3,15.3,0
2525,"Sharp Turn",11.5,17.32,0
2526,"Starting Line",25.51,15.9,1
2527,"Racers in Action",20.5,17.4,0
2528,"Racers in Action",24.6,16.8,0
2529,"Sharp Turn",12.2,19.62,1
2530,"Starting Line",24.21,13.8,1
2531,"Sharp Turn",10.8,18.42,1
2532,"Sharp Turn",10.4,17.72,0
2533,"Racers in Action",20.6,17.2,0
2534,"Racers in Action",26.5,16.9,0
2535,"Sharp Turn",10.9,20.12,1
2536,"Sharp Turn",11.3,20.42,0
2537,"Racers in Action",20.8,16.8,1
2538,"Sharp Turn",10.6,22.92,0
2539,"Racers in Action",20.4,16.1,1
2540,"Sharp Turn",11.2,15.02,0
2541,"Racers in Action",23.8,16.9,0
2542,"Starting Line",20.01,11,1
2543,"Sharp Turn",9.3,19.92,1
2544,"Starting Line",22.21,14.7,1
2545,"Sharp Turn",11.1,20.62,0
2546,"Starting Line",26.91,14.5,0
2547,"Starting Line",22.01,14.8,0
2548,"Racers in Action",23.1,15.9,0
2549,"Sharp Turn",11.2,18.62,0
2550,"Racers in Action",17.6,16.4,0
2551,"Starting Line",20.11,15.5,0
2552,"Sharp Turn",10.7,21.02,1
2553,"Sharp Turn",11,17.22,0
2554,"Racers in Action",23.8,16,0
2555,"Starting Line",25.01,16.1,0
2556,"Sharp Turn",10.9,16.42,0
2557,"Sharp Turn",10.5,18.42,0
2558,"Racers in Action",22.8,18.1,0
2559,"Sharp Turn",11.3,17.72,0
2560,"Racers in Action",21.3,16.1,1
2561,"Sharp Turn",10.5,19.02,1
2562,"Starting Line",25.71,14.5,1
2563,"Starting Line",26.81,12.5,0
2564,"Starting Line",27.11,15.5,0
2565,"Starting Line",25.61,15.3,1
2566,"Sharp Turn",10,16.52,0
2567,"Starting Line",20.01,12.4,0
2568,"Starting Line",23.71,14.5,1
2569,"Racers in Action",22.8,16.2,1
2570,"Sharp Turn",10.6,18.52,0
2571,"Starting Line",19.21,16.1,0
2572,"Sharp Turn",10.6,20.22,0
2573,"Sharp Turn",11.1,16.22,0
2574,"Starting Line",19.61,16.4,0
2575,"Racers in Action",25,17.9,1
2576,"Sharp Turn",11.1,18.82,0
2577,"Starting Line",21.11,16.8,1
2578,"Racers in Action",25.1,16.6,0
2579,"Starting Line",29.01,12.1,0
2580,"Sharp Turn",10.7,18.82,0
2581,"Starting Line",18.31,13,0
2582,"Starting Line",29.61,13.8,0
2583,"Starting Line",21.71,11.2,1
2584,"Racers in Action",20.1,17.5,0
2585,"Starting Line",29.41,15.5,0
2586,"Starting Line",28.41,18.7,0
2587,"Sharp Turn",10.6,17.72,0
2588,"Sharp Turn",12,16.92,1
2589,"Racers in Action",24.7,17.8,0
2590,"Sharp Turn",11.4,16.62,0
2591,"Racers in Action",25.2,16.3,1
2592,"Racers in Action",23.3,16.4,1
2593,"Starting Line",21.61,13.2,0
2594,"Sharp Turn",10.7,17.42,0
2595,"Sharp Turn",10.5,19.82,0
2596,"Starting Line",30.61,12.8,0
2597,"Racers in Action",25.6,17.7,0
2598,"Racers in Action",21.2,16.9,1
2599,"Racers in Action",26.4,16.9,0
2600,"Starting Line",29.41,15.7,1
2601,"Starting Line",25.21,13.2,0
2602,"Starting Line",22.61,12.3,0
2603,"Sharp Turn",10.3,20.82,0
2604,"Starting Line",22.81,13.9,0
2605,"Racers in Action",23.9,15.5,0
2606,"Sharp Turn",11,19.82,0
2607,"Sharp Turn",10.7,22.32,0
2608,"Sharp Turn",11.2,15.52,1
2609,"Sharp Turn",10.9,20.72,0
2610,"Racers in Action",24,15.9,0
2611,"Sharp Turn",11.5,15.42,1
2612,"Sharp Turn",11.1,15.82,1
2613,"Sharp Turn",10.5,18.42,1
2614,"Racers in Action",26.3,15.8,0
2615,"Sharp Turn",10.9,18.92,0
2616,"Racers in Action",28.6,16.6,1
2617,"Sharp Turn",9.7,18.22,1
2618,"Racers in Action",22.8,17.6,0
2619,"Sharp Turn",11.7,23.42,0
2620,"Sharp Turn",11.3,20.82,0
2621,"Racers in Action",23.1,16.3,1
2622,"Starting Line",20.51,13.5,0
2623,"Starting Line",28.51,14.7,0
2624,"Racers in Action",26.1,16.9,0
2625,"Racers in Action",22.8,15.7,0
2626,"Sharp Turn",11,20.22,0
2627,"Starting Line",27.21,12.6,1
2628,"Sharp Turn",11.2,20.12,0
2629,"Sharp Turn",11.3,16.52,0
2630,"Sharp Turn",11.6,14.32,1
2631,"Starting Line",25.51,17.2,1
2632,"Racers in Action",22.7,16.2,0
2633,"Sharp Turn",11.3,16.32,0
2634,"Racers in Action",23.1,16.5,1
2635,"Sharp Turn",10.6,14.42,0
2636,"Starting Line",26.21,12,0
2637,"Racers in Action",25.2,16.6,1
2638,"Racers in Action",21.9,16.4,1
2639,"Starting Line",23.01,14.5,1
2640,"Racers in Action",19.9,16.1,1
2641,"Starting Line",29.31,15.5,0
2642,"Starting Line",26.81,14.4,0
2643,"Racers in Action",22.9,16.4,1
2644,"Starting Line",18.71,16.8,1
2645,"Starting Line",28.71,13.3,1
2646,"Sharp Turn",10.6,17.22,0
2647,"Sharp Turn",10.5,14.02,1
2648,"Sharp Turn",11.1,17.32,0
2649,"Sharp Turn",11,19.22,0
2650,"Sharp Turn",11.3,19.22,1
2651,"Sharp Turn",10,15.72,0
2652,"Starting Line",20.01,14.5,0
2653,"Sharp Turn",10.8,19.62,0
2654,"Racers in Action",21.9,18.5,1
2655,"Racers in Action",21.4,16,1
2656,"Sharp Turn",10.4,17.72,0
2657,"Sharp Turn",11,15.12,0
2658,"Starting Line",20.01,18,0
2659,"Racers in Action",24.4,16.8,0
2660,"Racers in Action",28.7,15.9,0
2661,"Starting Line",25.21,12.6,0
2662,"Sharp Turn",10.5,11.12,0
2663,"Sharp Turn",11.8,19.62,1
2664,"Racers in Action",24.1,18.3,1
2665,"Sharp Turn",10.8,17.62,1
2666,"Sharp Turn",10.5,19.92,0
2667,"Racers in Action",17.7,16.4,1
2668,"Sharp Turn",10.6,19.52,1
2669,"Racers in Action",19,16.3,0
2670,"Starting Line",29.61,15.7,0
2671,"Racers in Action",18.7,16.8,1
2672,"Sharp Turn",11.7,18.92,0
2673,"Starting Line",25.71,14.9,0
2674,"Sharp Turn",11.4,14.22,1
2675,"Starting Line",18.81,13.7,0
2676,"Racers in Action",22.5,17,0
2677,"Racers in Action",20.5,16.8,0
2678,"Sharp Turn",11.2,16.12,0
2679,"Starting Line",25.81,14,1
2680,"Sharp Turn",11.3,20.12,0
2681,"Starting Line",23.71,13.4,0
2682,"Racers in Action",21.8,16.1,0
2683,"Racers in Action",20.4,16.7,0
2684,"Racers in Action",26,17.4,0
2685,"Starting Line",27.21,17.8,1
2686,"Racers in Action",24.4,17.1,0
2687,"Sharp Turn",10.8,14.82,0
2688,"Racers in Action",21.2,17.8,1
2689,"Starting Line",23.81,16.5,1
2690,"Sharp Turn",10.2,16.62,0
2691,"Sharp Turn",10.3,16.52,0
2692,"Sharp Turn",10,18.12,1
2693,"Sharp Turn",10.8,19.32,0
2694,"Racers in Action",18.9,17.1,0
2695,"Sharp Turn",11,24.62,0
2696,"Racers in Action",22.3,15.7,0
2697,"Sharp Turn",10.6,21.12,0
2698,"Sharp Turn",11.3,17.72,1
2699,"Racers in Action",23.4,16,1
2700,"Starting Line",21.11,13.1,0
2701,"Starting Line",24.01,12,0
2702,"Starting Line",16.61,11.6,1
2703,"Sharp Turn",10.8,20.22,0
2704,"Starting Line",30.11,15.5,0
2705,"Starting Line",22.61,11.9,0
2706,"Racers in Action",24.8,16,1
2707,"Racers in Action",23.1,17.7,1
2708,"Starting Line",22.51,15.4,1
2709,"Sharp Turn",11.4,17.32,0
2710,"Starting Line",29.81,14.9,1
2711,"Starting Line",23.71,12.6,1
2712,"Sharp Turn",11.6,20.32,0
2713,"Starting Line",18.41,12,1
2714,"Racers in Action",22.8,15.5,0
2715,"Sharp Turn",10.9,19.42,0
2716,"Racers in Action",25.9,16.5,0
2717,"Sharp Turn",11.2,17.72,1
2718,"Sharp Turn",10.6,19.52,0
2719,"Racers in Action",20.8,16.7,1
2720,"Starting Line",20.21,14.8,0
2721,"Sharp Turn",10.9,14.72,0
2722,"Racers in Action",24.4,15.5,1
2723,"Racers in Action",22.6,17.2,1
2724,"Racers in Action",24.2,16.5,0
2725,"Sharp Turn",11.8,19.92,0
2726,"Sharp Turn",10.7,16.92,0
2727,"Starting Line",17.21,15.3,0
2728,"Sharp Turn",10.4,14.32,0
2729,"Starting Line",14.11,15.1,1
2730,"Starting Line",27.71,11.8,0
2731,"Starting Line",31.91,14.6,1
2732,"Sharp Turn",11.3,18.42,0
2733,"Sharp Turn",11.2,19.82,0
2734,"Sharp Turn",10.8,18.92,0
2735,"Starting Line",25.71,18.6,1
2736,"Racers in Action",26.6,17.6,0
2737,"Sharp Turn",10.9,17.42,0
2738,"Sharp Turn",11.6,18.42,1
2739,"Sharp Turn",11.4,17.42,0
2740,"Racers in Action",24.2,17.1,0
2741,"Racers in Action",24.5,15.9,1
