"householdID","est_inc_USD","est_netw_USD","hhold_field","hhold_oldest","hhold_pax","hhold_youngest","homeState","hhold_car","stream_subs","primary"
13454,149865,617767,"Tech",40,4,15,"Maine","Sedan",2,"1"
13455,84047,480129,"Other",46,2,15,"New Hampshire","SUV",4,"0"
13456,124437,472413,"Finance",44,3,13,"Maine","SUV",4,"0"
13458,119373,541242,"Tech",44,3,4,"Maine","Sedan",4,"0"
13459,80137,435830,"Tech",47,7,10,"Maine","Sedan",4,"1"
13460,106136,523253,"Govt",46,5,17,"New Hampshire","Compact/Hybrid",4,"0"
13461,102409,479185,"Services",56,3,12,"Connecticut","",5,"1"
13463,146223,541645,"Finance",52,4,15,"Maine","",6,"0"
13465,69277,481179,"Govt",43,4,19,"US_Other","SUV",3,"1"
13466,95911,472636,"Finance",49,6,10,"Connecticut","LuxurySedan",5,"0"
13467,129646,502888,"Finance",41,4,12,"Maine","SUV",4,"0"
13468,101015,653991,"Govt",44,5,22,"Massachusetts","Pickup",4,"0"
13469,74859,445141,"Services",50,5,9,"New York","SUV",4,"1"
13470,101538,475776,"Finance",44,7,14,"New Hampshire","Pickup",1,"0"
13471,74579,362710,"Tech",45,5,12,"New Hampshire","LuxurySedan",4,"1"
13472,130195,439774,"Tech",50,5,12,"Vermont","SUV",7,"1"
13473,87597,451202,"Finance",47,3,11,"Maine","LuxurySedan",3,"0"
13474,95141,445788,"Tech",49,4,12,"Maine","LuxurySedan",5,"1"
13475,78138,551483,"Education",46,5,17,"New Hampshire","Sedan",2,"1"
13476,127445,524790,"Finance",38,6,15,"Maine","Compact/Hybrid",4,"1"
13477,49390,450356,"Govt",46,3,15,"Maine","SUV",2,"1"
13478,87483,306683,"Tech",47,1,47,"Ontario","Compact/Hybrid",10,"1"
13479,97823,444636,"Finance",49,4,15,"New Hampshire","",5,"0"
13481,81229,337260,"Finance",44,2,9,"Maine","SUV",1,"1"
13483,107390,558346,"Services",59,6,13,"Maine","Sedan",8,"0"
13484,102544,522384,"Govt",45,6,15,"Quebec","SUV",4,"1"
13485,52241,388589,"Govt",45,3,6,"Maine","LuxurySedan",7,"0"
13486,115374,456833,"Services",45,6,16,"New York","Sedan",5,"0"
13487,116320,536310,"Finance",40,4,10,"New Hampshire","Sedan",2,"1"
13488,111076,415009,"Tech",35,4,15,"Connecticut","SUV",2,"1"
13489,67458,413479,"Govt",47,5,14,"Maine","SUV",6,"1"
13490,137722,535162,"Finance",43,2,13,"Quebec","SUV",3,"0"
13491,87761,468357,"Services",47,8,15,"Maine","LuxurySedan",5,"1"
13492,94777,492098,"Services",40,4,10,"Maine","",4,"1"
13494,151819,525353,"Manufacturing",41,5,14,"US_Other","Compact/Hybrid",3,"0"
13496,131403,582446,"Tech",57,2,16,"Maine","SUV",6,"0"
13497,112708,519749,"Tech",45,4,14,"Massachusetts","SUV",5,"0"
13498,118737,521128,"Other",44,8,9,"Maine","SUV",4,"1"
13499,72996,519945,"Education",40,6,17,"Vermont","Compact/Hybrid",4,"1"
13500,101717,416468,"Finance",49,5,17,"Quebec","SUV",5,"0"
13501,85460,495724,"Services",41,7,22,"Maine","Pickup",4,"1"
13505,74858,431483,"Services",58,5,16,"New Hampshire","LuxurySedan",6,"1"
13506,101090,516749,"Education",43,3,13,"Maine","Compact/Hybrid",1,"1"
13508,65413,434743,"Govt",50,5,14,"Maine","SUV",6,"1"
13509,132236,472432,"Finance",46,5,8,"Maine","Sedan",5,"1"
13511,125600,562183,"Services",48,4,4,"Maine","LuxurySedan",5,"1"
13512,143559,530315,"Finance",48,6,6,"Vermont","Sedan",6,"1"
13513,141710,490352,"Finance",42,6,11,"Maine","SUV",4,"1"
13514,79481,403098,"Education",46,3,14,"Maine","SUV",3,"1"
13515,117065,402086,"Services",40,5,5,"US_Other","Sedan",3,"1"
13516,93885,546122,"Education",37,2,14,"Maine","SUV",2,"1"
13517,92310,528772,"Education",44,2,14,"Maine","SUV",2,"1"
13518,134051,626863,"Finance",47,5,11,"Maine","LuxurySedan",6,"1"
13519,63647,437217,"Services",46,5,19,"Maine","SUV",3,"1"
13520,63455,358027,"Tech",48,5,12,"New York","LuxurySedan",6,"1"
13521,141281,559086,"Finance",46,4,16,"Rhode Island","LuxurySedan",3,"0"
13522,57067,393597,"Services",46,3,15,"Maine","Pickup",4,"1"
13523,105459,500438,"Tech",40,4,7,"New York","Sedan",4,"1"
13524,70974,335596,"Services",38,7,10,"Rhode Island","SUV",0,"1"
13527,108628,447887,"Tech",36,8,16,"Maine","Sedan",1,"0"
13531,130293,519234,"Tech",40,7,11,"New Hampshire","LuxurySedan",2,"0"
13532,62624,419966,"Tech",35,7,10,"Massachusetts","SUV",3,"1"
13533,36742,334372,"Govt",47,5,13,"Maine","SUV",1,"1"
13534,125715,489574,"Tech",57,4,10,"Maine","SUV",6,"0"
13538,103647,355383,"Education",37,5,17,"Quebec","Sedan",4,"1"
13540,118087,462014,"Tech",50,6,13,"Massachusetts","SUV",4,"0"
13541,119326,498514,"Services",46,5,11,"Vermont","SUV",3,"1"
13542,80169,370041,"Education",43,7,13,"Vermont","LuxurySedan",2,"1"
13543,80993,527284,"Govt",46,5,9,"Maine","LuxurySedan",4,"1"
13544,90489,397896,"Other",43,6,15,"Connecticut","SUV",2,"0"
13546,56585,379564,"Govt",38,2,14,"Rhode Island","LuxurySedan",4,"1"
13547,60645,371289,"Education",50,3,14,"Maine","LuxurySedan",5,"1"
13551,91854,472439,"Govt",45,3,12,"Maine","LuxurySedan",5,"1"
13553,76351,548725,"Education",47,3,16,"Quebec","Pickup",3,"1"
13554,94320,505365,"Education",47,6,16,"Maine","Pickup",4,"0"
13555,68413,414957,"Govt",48,3,15,"Maine","Compact/Hybrid",6,"0"
13556,110884,521734,"Finance",47,8,12,"New Hampshire","SUV",4,"0"
13557,84870,518778,"Govt",51,4,5,"Vermont","Pickup",5,"0"
13558,101947,373875,"Finance",46,6,17,"Ontario","LuxurySedan",4,"0"
13559,76941,405157,"Finance",39,7,10,"Rhode Island","Compact/Hybrid",3,"1"
13560,105846,474599,"Finance",45,3,22,"Vermont","SUV",2,"0"
13561,66929,328754,"Govt",43,4,13,"Quebec","SUV",3,"1"
13565,106772,553155,"Services",46,6,18,"Maine","SUV",4,"1"
13566,41200,423745,"Govt",48,7,13,"Connecticut","Pickup",6,"1"
13568,134621,485692,"Finance",58,6,12,"Ontario","SUV",4,"0"
13569,83549,530346,"Services",40,6,12,"Maine","Sedan",1,"1"
13570,145235,511370,"Tech",46,5,10,"New Hampshire","Pickup",4,"1"
13571,80713,373814,"Education",41,6,16,"New Hampshire","SUV",3,"0"
13572,78178,426057,"Services",45,3,16,"New Hampshire","Sedan",4,"1"
13573,59475,425702,"Govt",47,7,9,"Massachusetts","LuxurySedan",3,"0"
13574,87260,430531,"Tech",46,3,14,"Maine","SUV",0,"0"
13576,76250,399364,"Govt",44,7,14,"Maine","Compact/Hybrid",1,"0"
13577,76405,424839,"Govt",46,3,12,"Maine","Sedan",1,"1"
13578,126349,476145,"Tech",44,6,16,"Maine","Pickup",4,"1"
13579,85231,440165,"Govt",48,3,18,"Maine","SUV",4,"0"
13580,149526,538599,"Tech",37,5,17,"Maine","Compact/Hybrid",4,"0"
13583,133451,487480,"Tech",49,7,4,"Maine","LuxurySedan",5,"1"
13584,68124,381154,"Finance",49,5,5,"Maine","Sedan",5,"1"
13585,82118,467664,"Services",45,4,14,"Maine","Sedan",7,"1"
13586,99037,491454,"Education",48,5,12,"Vermont","SUV",5,"1"
13588,49334,320369,"Education",47,3,18,"New Hampshire","",1,"1"
13589,110443,437610,"Finance",47,1,47,"Vermont","SUV",6,"1"
13590,119315,464573,"Finance",53,3,11,"Maine","Compact/Hybrid",4,"0"
13592,57009,455456,"Services",49,4,15,"Rhode Island","SUV",5,"0"
13593,119926,377641,"Finance",46,4,5,"Vermont","SUV",10,"0"
13594,96862,522235,"Govt",36,3,16,"Rhode Island","Pickup",1,"0"
13598,114969,479388,"Finance",49,5,12,"Maine","LuxurySedan",6,"0"
13599,85829,373377,"Finance",35,2,6,"Maine","",0,"1"
13600,78102,371746,"Govt",46,2,12,"Maine","SUV",3,"1"
13602,128005,526797,"Tech",45,8,12,"New York","SUV",1,"0"
13603,70631,500350,"Manufacturing",54,2,15,"Vermont","LuxurySedan",5,"1"
13604,69562,469340,"Services",48,9,16,"Maine","Sedan",8,"1"
13605,83261,493974,"Govt",45,5,13,"New Hampshire","SUV",3,"1"
13606,122265,478377,"Tech",45,6,10,"New Hampshire","SUV",2,"1"
13607,131970,548138,"Finance",33,7,14,"New York","SUV",2,"0"
13608,58439,336677,"Govt",46,3,3,"Maine","SUV",5,"0"
13609,71513,296684,"Manufacturing",42,6,13,"Maine","SUV",4,"0"
13611,74050,441320,"Education",44,2,14,"New Hampshire","Compact/Hybrid",4,"0"
13612,69787,482961,"Education",41,4,14,"Maine","LuxurySedan",4,"1"
13613,52691,334205,"Education",51,4,14,"Maine","Sedan",4,"1"
13614,133887,454904,"Finance",52,2,14,"Maine","Sedan",4,"0"
13615,69533,415761,"Education",47,5,13,"Vermont","Pickup",5,"1"
13616,128860,454711,"Tech",45,6,11,"Vermont","SUV",4,"1"
13618,77060,435179,"Govt",47,5,15,"New York","Sedan",3,"0"
13621,111828,400635,"Finance",45,5,15,"Maine","Sedan",3,"0"
13622,111558,465350,"Education",46,1,46,"Maine","Sedan",6,"1"
13624,91669,522333,"Services",39,3,14,"Connecticut","SUV",3,"1"
13626,138288,514930,"Tech",53,5,11,"Maine","",5,"0"
13627,121241,484619,"Tech",46,5,6,"Can_Other","Sedan",5,"1"
13628,83305,411207,"Finance",45,7,8,"New York","LuxurySedan",2,"1"
13630,63760,399683,"Education",41,4,13,"New Hampshire","Sedan",4,"1"
13631,146392,518141,"Finance",42,2,7,"Maine","SUV",3,"1"
13633,93695,477456,"Education",46,7,15,"Maine","SUV",4,"0"
13634,96097,502110,"Education",50,6,13,"Ontario","Sedan",6,"0"
13638,61905,418018,"Govt",46,5,18,"New Hampshire","SUV",2,"1"
13639,65377,427666,"Services",45,7,14,"US_Other","",7,"1"
13640,84643,468553,"Govt",42,3,13,"Maine","Sedan",2,"0"
13642,72280,378483,"Govt",45,3,21,"Can_Other","LuxurySedan",6,"1"
13643,121955,549429,"Services",54,5,7,"Maine","SUV",6,"1"
13645,67975,371035,"Education",47,5,12,"Maine","LuxurySedan",2,"1"
13647,117817,502314,"Tech",42,4,12,"Can_Other","Sedan",3,"1"
13653,126241,444603,"Finance",38,1,38,"Ontario","LuxurySedan",4,"1"
13654,35728,385304,"Govt",41,5,17,"Ontario","LuxurySedan",4,"1"
13656,99394,518351,"Govt",51,4,16,"Vermont","SUV",4,"1"
13657,111705,400731,"Tech",47,5,9,"Maine","LuxurySedan",4,"1"
13660,55777,429030,"Govt",58,1,58,"Massachusetts","SUV",4,"1"
13661,35668,382614,"Education",51,4,16,"Vermont","",5,"1"
13662,99407,362391,"Tech",53,2,10,"Quebec","SUV",4,"0"
13664,108149,475719,"Services",47,2,19,"Rhode Island","Compact/Hybrid",0,"1"
13665,82488,439149,"Govt",49,6,16,"New Hampshire","Sedan",4,"1"
13666,57480,468727,"Govt",37,5,15,"Maine","LuxurySedan",3,"1"
13667,109505,488368,"Finance",50,8,15,"US_Other","Sedan",5,"0"
13671,85699,377652,"Services",38,5,14,"Maine","Pickup",4,"0"
13672,41602,333961,"Services",46,4,15,"Rhode Island","",4,"0"
13673,107026,375247,"Finance",48,5,15,"Quebec","Compact/Hybrid",6,"1"
13674,94270,483341,"Services",58,4,17,"Vermont","Compact/Hybrid",6,"1"
13675,78818,433795,"Govt",47,2,11,"New Hampshire","",5,"0"
13677,133172,472658,"Finance",39,3,12,"Maine","SUV",4,"0"
13679,73817,463819,"Education",51,6,21,"Quebec","SUV",5,"1"
13680,80741,408543,"Finance",53,6,11,"Vermont","SUV",5,"1"
13681,114534,265108,"Tech",50,3,20,"Maine","SUV",4,"1"
13682,81525,390611,"Finance",46,4,9,"New Hampshire","Sedan",5,"1"
13683,91082,468389,"Services",42,7,4,"Vermont","SUV",2,"1"
13685,56920,465031,"Govt",44,6,16,"Maine","LuxurySedan",3,"1"
13687,96766,500811,"Services",50,4,12,"Massachusetts","Pickup",4,"1"
13688,105270,428169,"Finance",47,4,17,"Maine","Sedan",3,"0"
13689,117575,511345,"Finance",51,6,15,"Connecticut","SUV",4,"0"
13691,109882,464075,"Services",46,3,1,"New York","SUV",7,"0"
13692,69687,505991,"Govt",45,7,17,"Maine","Compact/Hybrid",3,"0"
13693,90518,450533,"Education",53,6,13,"Maine","LuxurySedan",5,"1"
13694,119633,563239,"Services",52,2,16,"Maine","SUV",4,"1"
13696,90059,500727,"Govt",44,1,44,"Maine","SUV",2,"1"
13697,91800,419765,"Other",53,2,17,"Maine","SUV",5,"1"
13698,85505,481876,"Services",52,5,12,"New Hampshire","SUV",7,"1"
13699,128741,604246,"Govt",52,5,15,"Maine","Pickup",4,"1"
13701,115347,610255,"Education",42,4,16,"Rhode Island","Sedan",2,"0"
13702,85401,516843,"Education",47,1,47,"Maine","Sedan",4,"1"
13703,68360,499017,"Govt",51,8,8,"Maine","SUV",5,"1"
13704,101716,505167,"Govt",41,5,16,"Ontario","Sedan",3,"1"
13705,58997,435842,"Services",45,5,6,"Maine","Sedan",3,"1"
13707,108029,564398,"Govt",45,3,12,"New Hampshire","LuxurySedan",1,"0"
13708,46021,378289,"Govt",46,5,19,"Maine","SUV",3,"0"
13709,69952,369291,"Govt",43,3,18,"New Hampshire","SUV",3,"1"
13710,102065,489953,"Education",46,3,18,"Maine","SUV",8,"1"
13711,137907,668764,"Services",47,1,47,"Massachusetts","SUV",6,"1"
13715,93017,558763,"Finance",44,7,11,"Maine","Sedan",4,"1"
13716,109807,431794,"Tech",44,3,16,"US_Other","",4,"1"
13718,105769,581550,"Education",36,4,15,"New Hampshire","SUV",2,"1"
13720,126033,513504,"Finance",47,7,8,"Rhode Island","SUV",6,"0"
13721,71811,439581,"Other",64,4,19,"Vermont","SUV",5,"0"
13722,96065,394054,"Tech",42,3,16,"Maine","LuxurySedan",4,"0"
13724,85121,462416,"Services",46,8,12,"New York","Sedan",3,"0"
13725,137399,531501,"Services",40,3,10,"Maine","SUV",4,"1"
13726,87601,514405,"Education",49,2,18,"Quebec","",5,"1"
13727,49981,353203,"Education",51,3,16,"Maine","SUV",5,"1"
13728,34130,372234,"Govt",44,5,14,"Maine","SUV",4,"0"
13731,76086,426285,"Manufacturing",39,4,12,"Maine","LuxurySedan",0,"1"
13732,78414,514199,"Govt",38,3,7,"Massachusetts","SUV",3,"0"
13733,146892,589470,"Finance",45,4,10,"Vermont","Compact/Hybrid",6,"0"
13735,78713,422392,"Govt",38,3,12,"Vermont","Sedan",2,"0"
13736,76660,482629,"Govt",46,4,11,"Maine","LuxurySedan",4,"1"
13737,120465,430642,"Finance",46,1,46,"Maine","Sedan",5,"0"
13738,72127,471976,"Tech",46,4,9,"Maine","LuxurySedan",3,"1"
13739,99325,479576,"Services",53,3,13,"Can_Other","SUV",6,"1"
13740,79943,365246,"Govt",42,5,14,"Maine","SUV",4,"1"
13741,75393,485547,"Govt",47,3,11,"Massachusetts","SUV",5,"0"
13742,131421,502782,"Finance",41,5,13,"Maine","SUV",3,"1"
13746,103735,527145,"Tech",47,4,12,"Maine","LuxurySedan",4,"1"
13747,63212,408265,"Education",46,4,18,"Vermont","SUV",5,"1"
13748,131101,506300,"Finance",45,6,11,"Connecticut","LuxurySedan",4,"1"
13751,104246,465293,"Govt",38,1,38,"Vermont","LuxurySedan",2,"0"
13752,57985,275372,"Services",44,4,14,"Quebec","Sedan",4,"1"
13754,69509,393703,"Education",47,3,15,"Vermont","Compact/Hybrid",6,"0"
13755,138658,480112,"Finance",47,5,12,"Vermont","SUV",3,"0"
13756,81455,417455,"Services",45,5,13,"New York","SUV",3,"1"
13757,71118,523912,"Govt",45,7,7,"New York","LuxurySedan",0,"0"
13758,51885,320612,"Govt",49,5,12,"Vermont","LuxurySedan",6,"0"
13759,80647,377903,"Other",52,6,18,"Maine","SUV",4,"0"
13760,87569,462698,"Govt",46,3,17,"Maine","SUV",3,"1"
13761,64723,549989,"Services",48,2,18,"New Hampshire","Sedan",4,"0"
13762,143133,552721,"Finance",48,2,19,"Connecticut","SUV",6,"0"
13763,140112,487370,"Tech",47,7,16,"Maine","Pickup",1,"1"
13764,90006,602686,"Govt",44,5,9,"US_Other","LuxurySedan",3,"0"
13765,82505,486369,"Govt",46,6,18,"Maine","SUV",2,"1"
13766,97100,460409,"Govt",42,6,6,"Maine","",2,"1"
13767,111705,622858,"Education",49,1,49,"Maine","Pickup",4,"0"
13768,59040,367120,"Govt",47,4,7,"Can_Other","",4,"0"
13769,102238,467983,"Education",49,7,13,"Ontario","Sedan",4,"0"
13772,102850,434204,"Tech",49,2,15,"Maine","SUV",6,"0"
13773,107533,519129,"Tech",41,4,11,"Vermont","Sedan",0,"1"
13775,58196,330343,"Education",58,4,12,"New Hampshire","SUV",5,"1"
13777,103941,465830,"Manufacturing",54,1,54,"New York","Compact/Hybrid",4,"0"
13778,77931,524243,"Govt",44,7,12,"Massachusetts","Sedan",3,"0"
13779,127087,513672,"Finance",51,6,13,"Maine","",5,"0"
13781,86956,560731,"Govt",50,4,14,"Maine","Sedan",6,"0"
13783,74637,395351,"Education",45,2,14,"Ontario","SUV",6,"1"
13784,109015,386909,"Finance",55,5,18,"Maine","Pickup",4,"1"
13785,62867,395712,"Govt",44,8,14,"New York","SUV",4,"0"
13787,108775,512975,"Tech",44,4,10,"Maine","Pickup",3,"0"
13788,64256,408164,"Govt",47,6,13,"Vermont","Compact/Hybrid",4,"1"
13789,110533,542837,"Services",44,7,13,"New Hampshire","Sedan",2,"1"
13790,83547,546359,"Services",50,3,13,"Rhode Island","LuxurySedan",5,"1"
13791,64230,523694,"Services",45,4,13,"Quebec","Sedan",6,"0"
13793,63781,484710,"Govt",47,8,8,"Maine","",5,"1"
13794,131816,512875,"Finance",32,6,16,"Maine","SUV",3,"0"
13795,101557,538525,"Govt",39,2,8,"New Hampshire","Sedan",3,"0"
13796,74814,483189,"Services",42,8,15,"Maine","Pickup",0,"1"
13797,113317,466458,"Finance",47,4,9,"Vermont","SUV",4,"1"
13800,57757,352502,"Services",43,5,15,"Quebec","LuxurySedan",2,"1"
13804,94538,404894,"Tech",44,6,14,"Vermont","Sedan",2,"0"
13806,108530,414360,"Finance",46,5,11,"US_Other","LuxurySedan",5,"0"
13807,48198,442945,"Education",44,3,16,"Ontario","LuxurySedan",2,"1"
13809,78341,444749,"Govt",58,5,8,"Maine","LuxurySedan",4,"0"
13810,48400,422211,"Education",49,5,13,"Massachusetts","Sedan",4,"1"
13811,111643,498856,"Finance",43,3,6,"Maine","SUV",4,"1"
13812,96629,499458,"Services",55,6,11,"Can_Other","LuxurySedan",5,"1"
13813,65818,446668,"Govt",48,3,9,"Ontario","SUV",6,"0"
13814,80854,363045,"Govt",40,6,11,"Maine","Sedan",2,"1"
13815,79017,510055,"Services",44,4,15,"New Hampshire","SUV",2,"0"
13817,150918,453512,"Finance",44,5,14,"New Hampshire","SUV",2,"1"
13820,84113,525422,"Services",44,2,15,"US_Other","Sedan",4,"1"
13821,83633,382127,"Education",36,6,18,"Maine","SUV",2,"0"
13822,39610,363998,"Services",46,4,13,"New Hampshire","SUV",5,"1"
13823,99276,399573,"Finance",41,7,1,"Maine","SUV",3,"0"
13824,78456,477709,"Education",44,2,19,"Rhode Island","",4,"1"
13825,90985,396900,"Finance",53,5,19,"Ontario","SUV",4,"1"
13826,81810,372926,"Govt",53,5,17,"Vermont","LuxurySedan",5,"0"
13828,151405,607421,"Manufacturing",42,7,15,"Rhode Island","Compact/Hybrid",3,"0"
13830,109818,431855,"Finance",45,6,11,"Quebec","Sedan",9,"1"
13831,94194,369477,"Finance",52,5,16,"Maine","Pickup",8,"1"
13834,107551,498786,"Tech",34,9,10,"Rhode Island","SUV",2,"1"
13835,139923,621925,"Govt",51,2,13,"Maine","SUV",4,"0"
13836,111008,421873,"Finance",46,5,10,"Maine","SUV",4,"1"
13837,91031,484682,"Education",47,1,47,"Maine","SUV",3,"1"
13838,82274,394157,"Tech",46,8,9,"Vermont","LuxurySedan",4,"1"
13839,98734,535745,"Education",45,3,14,"New York","SUV",6,"1"
13840,47996,397101,"Govt",47,3,11,"Ontario","SUV",5,"0"
13841,116660,542898,"Govt",40,1,40,"New York","SUV",3,"1"
13842,65717,463041,"Education",47,4,16,"Maine","Pickup",4,"1"
13845,85351,309289,"Manufacturing",49,4,14,"Connecticut","SUV",4,"1"
13847,75171,393932,"Services",44,5,12,"Quebec","Sedan",3,"1"
13848,102915,512305,"Finance",42,3,13,"US_Other","Sedan",4,"1"
13849,153404,606562,"Finance",54,4,12,"New Hampshire","LuxurySedan",4,"1"
13850,98874,517207,"Education",47,1,47,"Maine","Compact/Hybrid",3,"1"
13851,80031,438998,"Services",49,4,14,"New Hampshire","SUV",5,"0"
13852,115111,437076,"Finance",45,3,15,"Maine","LuxurySedan",4,"0"
13853,95565,538094,"Govt",48,1,48,"Can_Other","Pickup",4,"0"
13855,47102,310668,"Education",44,5,13,"Maine","SUV",1,"1"
13856,112403,582419,"Govt",45,4,17,"Quebec","LuxurySedan",0,"1"
13857,69076,425569,"Govt",46,2,15,"New Hampshire","Pickup",7,"0"
13858,81228,433341,"Govt",46,3,13,"Rhode Island","Compact/Hybrid",5,"0"
13859,127470,501065,"Finance",48,7,7,"New Hampshire","Sedan",5,"1"
13860,98766,308042,"Finance",40,2,11,"Rhode Island","",4,"1"
13861,118957,459640,"Tech",42,5,14,"Vermont","SUV",4,"1"
13863,68833,389889,"Education",46,7,13,"Massachusetts","Pickup",7,"1"
13865,95682,471451,"Education",43,1,43,"New Hampshire","Compact/Hybrid",2,"1"
13866,79607,428550,"Tech",41,4,8,"Maine","LuxurySedan",3,"1"
13870,94896,411018,"Tech",41,4,15,"New York","SUV",4,"1"
13871,111327,419571,"Tech",47,7,13,"New Hampshire","SUV",5,"0"
13874,111580,549214,"Services",45,4,17,"Maine","Sedan",5,"1"
13875,55987,510067,"Govt",42,4,15,"Maine","Pickup",2,"1"
13876,119732,441163,"Finance",47,6,13,"Rhode Island","",5,"0"
13878,133520,608214,"Finance",48,4,19,"Vermont","SUV",4,"0"
13879,116378,525308,"Govt",46,7,15,"Maine","Sedan",4,"0"
13881,128858,500544,"Finance",45,4,14,"Maine","SUV",3,"0"
13882,67417,479158,"Govt",40,4,20,"New York","LuxurySedan",4,"0"
13885,128157,501693,"Finance",43,4,9,"Maine","Compact/Hybrid",3,"1"
13888,75042,505482,"Manufacturing",41,6,11,"Maine","LuxurySedan",2,"1"
13889,85940,521654,"Finance",47,5,12,"Vermont","Sedan",3,"1"
13892,85339,446364,"Education",40,7,16,"Maine","Compact/Hybrid",4,"0"
13893,73663,338962,"Other",50,3,12,"US_Other","LuxurySedan",4,"0"
13894,104981,432649,"Finance",42,6,14,"Connecticut","Pickup",1,"1"
13895,85987,417912,"Manufacturing",51,4,13,"Maine","SUV",4,"0"
13896,145572,565364,"Finance",38,5,17,"Maine","SUV",3,"0"
13897,127605,578272,"Finance",43,5,9,"New York","SUV",4,"0"
13898,55962,407554,"Tech",38,5,8,"US_Other","Compact/Hybrid",1,"1"
13899,72411,446424,"Services",47,2,12,"Maine","",6,"1"
13900,83900,432623,"Tech",43,7,10,"Massachusetts","SUV",1,"1"
13901,44344,433290,"Services",42,5,20,"Connecticut","LuxurySedan",4,"1"
13902,87890,460550,"Govt",49,1,49,"New York","SUV",6,"1"
13905,118576,502116,"Govt",50,3,16,"Vermont","LuxurySedan",6,"1"
13906,117697,430807,"Finance",53,3,13,"Maine","SUV",4,"1"
13908,113891,446147,"Tech",45,5,15,"Massachusetts","SUV",3,"1"
13909,8966,393690,"Govt",54,6,15,"Ontario","SUV",6,"0"
13910,115203,422233,"Finance",42,1,42,"Maine","Pickup",2,"0"
13912,67439,377466,"Services",51,4,12,"Quebec","Sedan",4,"1"
13916,69859,386595,"Tech",47,3,12,"Maine","LuxurySedan",2,"1"
13918,73360,425463,"Services",45,4,10,"Maine","Sedan",2,"1"
13919,116484,493996,"Finance",55,4,7,"New York","LuxurySedan",8,"0"
13921,120018,377668,"Finance",45,3,10,"Maine","Sedan",6,"1"
13924,82359,533822,"Govt",30,5,14,"Quebec","LuxurySedan",4,"0"
13925,113803,506991,"Finance",52,1,52,"Maine","LuxurySedan",5,"1"
13926,59149,404285,"Education",41,4,15,"Maine","Compact/Hybrid",4,"1"
13927,20040,295865,"Govt",48,7,11,"Maine","LuxurySedan",4,"0"
13928,51268,293918,"Govt",42,3,15,"Maine","Sedan",4,"0"
13930,110401,597167,"Education",42,4,18,"Maine","LuxurySedan",3,"1"
13931,138747,531962,"Finance",46,3,13,"New Hampshire","Pickup",3,"0"
13932,74536,443550,"Services",45,3,15,"Maine","SUV",4,"1"
13933,116186,530457,"Services",46,4,13,"Maine","SUV",7,"0"
13935,88043,503943,"Education",47,4,18,"Maine","Sedan",4,"1"
13936,102827,456892,"Finance",47,8,12,"Quebec","SUV",5,"1"
13937,123357,406401,"Tech",45,6,13,"Maine","LuxurySedan",3,"0"
13939,84406,445202,"Education",48,4,14,"Maine","LuxurySedan",4,"1"
13940,92412,517595,"Services",47,3,17,"Ontario","",5,"1"
13941,103793,598073,"Govt",48,2,10,"New Hampshire","LuxurySedan",6,"0"
13942,83643,335565,"Finance",53,4,20,"Ontario","LuxurySedan",4,"1"
13943,102099,419288,"Govt",46,5,14,"Maine","Sedan",4,"0"
13944,75380,503174,"Govt",52,5,13,"Massachusetts","LuxurySedan",5,"1"
13945,95445,432500,"Tech",40,4,11,"New York","SUV",4,"0"
13946,84991,391778,"Govt",52,6,16,"Rhode Island","SUV",4,"0"
13947,56848,364951,"Manufacturing",47,3,20,"Vermont","SUV",2,"0"
13949,82260,568063,"Education",49,4,14,"Quebec","SUV",4,"1"
13950,78831,432083,"Govt",41,5,11,"Ontario","Sedan",4,"0"
13951,62065,406368,"Education",42,8,12,"New Hampshire","Pickup",3,"0"
13954,107608,473470,"Finance",45,6,11,"New York","SUV",4,"1"
13956,65877,445352,"Education",43,5,11,"Ontario","SUV",3,"0"
13957,79378,403070,"Tech",39,8,20,"Maine","SUV",1,"1"
13958,65573,454315,"Services",44,6,14,"Maine","Sedan",0,"1"
13959,81486,491332,"Services",48,3,15,"New York","SUV",5,"1"
13961,73592,420912,"Education",49,2,23,"Massachusetts","SUV",6,"1"
13962,48297,458873,"Govt",48,6,16,"Vermont","SUV",4,"0"
13963,93197,439260,"Tech",42,5,6,"Maine","SUV",3,"1"
13964,139203,466842,"Tech",41,5,7,"Maine","SUV",3,"1"
13965,146897,514827,"Finance",48,3,12,"Massachusetts","SUV",5,"1"
13966,132016,528870,"Other",49,1,49,"Maine","SUV",4,"0"
13967,66435,410734,"Govt",55,2,17,"Maine","SUV",4,"1"
13969,79381,467464,"Govt",43,6,11,"New Hampshire","SUV",3,"0"
13970,123341,356630,"Finance",51,9,14,"Vermont","LuxurySedan",7,"0"
13971,73596,514327,"Govt",43,4,16,"Maine","SUV",2,"1"
13972,121903,528802,"Tech",42,5,15,"Maine","SUV",2,"0"
13973,93661,468734,"Other",45,7,11,"Ontario","SUV",3,"1"
13974,41144,393778,"Govt",39,4,12,"New Hampshire","LuxurySedan",3,"0"
13976,133019,538550,"Finance",42,4,14,"Vermont","LuxurySedan",4,"1"
13978,102035,521120,"Education",47,10,11,"Vermont","Sedan",4,"1"
13979,43536,367109,"Govt",51,4,12,"Ontario","LuxurySedan",5,"0"
13981,67649,496089,"Govt",47,5,21,"Maine","SUV",3,"0"
